"Date et heure","Date et heure(RAW)","Somme","Somme(RAW)","Processeur 1","Processeur 1(RAW)","Processeur 2","Processeur 2(RAW)","Processeur 3","Processeur 3(RAW)","Processeur 4","Processeur 4(RAW)","Processeur 5","Processeur 5(RAW)","Processeur 6","Processeur 6(RAW)","Processeur 7","Processeur 7(RAW)","Processeur 8","Processeur 8(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"17/08/2024 17:00:00 - 18:00:00","45521.6666666667","0,67 %","0.6667","","0.3333","","0.5000","1 %","1.0833","1 %","1.1667","","0.5000","","0.5000","1 %","1.1667","","0.3333","0 %","0.0000","40 %","0000004000"
"17/08/2024 18:00:00 - 19:00:00","45521.7083333333","1,92 %","1.9167","2 %","1.5833","2 %","1.7500","2 %","2.2500","2 %","2.5000","2 %","2.0000","2 %","1.6667","2 %","2.4167","2 %","1.9167","0 %","0.0000","40 %","0000004000"
"17/08/2024 19:00:00 - 20:00:00","45521.7500000000","0,08 %","0.0833","","0.0833","","0.0833","","0.0833","","0.7500","","0.0833","","0.0833","","0.0833","","0.0833","0 %","0.0000","40 %","0000004000"
"17/08/2024 20:00:00 - 21:00:00","45521.7916666667","0,17 %","0.1667","","0.0833","","0.1667","","0.4167","","0.7500","","0.2500","","0.0833","","0.1667","","0.0833","0 %","0.0000","40 %","0000004000"
"17/08/2024 21:00:00 - 22:00:00","45521.8333333333","0,33 %","0.3333","","0.0833","","0.2500","","0.8333","","0.7500","","0.2500","","0.1667","","0.4167","","0.2500","0 %","0.0000","40 %","0000004000"
"17/08/2024 22:00:00 - 23:00:00","45521.8750000000","0,67 %","0.6667","","0.2500","","0.4167","2 %","1.6667","1 %","1.0000","","0.6667","","0.3333","","0.7500","","0.6667","0 %","0.0000","40 %","0000004000"
"17/08/2024 23:00:00 - 00:00:00","45521.9166666667","23 %","23.0833","19 %","19.2500","24 %","24.1667","25 %","25.3333","24 %","24.5000","22 %","22.5000","24 %","24.1667","24 %","24.4167","20 %","20.4167","0 %","0.0000","40 %","0000004000"
"18/08/2024 00:00:00 - 01:00:00","45521.9583333333","29 %","28.5833","19 %","19.0833","36 %","35.7500","54 %","54.4167","27 %","26.8333","20 %","20.4167","17 %","17.2500","38 %","38.5000","16 %","16.2500","0 %","0.0000","40 %","0000004000"
"18/08/2024 01:00:00 - 02:00:00","45522.0000000000","18 %","17.7500","6 %","6.3333","15 %","14.9167","48 %","48.3333","16 %","15.7500","7 %","7.0833","6 %","6.0833","31 %","31.4167","11 %","10.9167","0 %","0.0000","40 %","0000004000"
"18/08/2024 02:00:00 - 03:00:00","45522.0416666667","10 %","10.2500","4 %","3.9167","12 %","12.1667","27 %","27.4167","8 %","7.6667","6 %","5.8333","6 %","5.5000","12 %","11.5000","8 %","7.7500","0 %","0.0000","40 %","0000004000"
"18/08/2024 03:00:00 - 04:00:00","45522.0833333333","0,08 %","0.0833","","0.0833","","0.0833","0 %","0.0000","","0.6667","","0.1667","","0.1667","","0.0833","","0.0833","0 %","0.0000","40 %","0000004000"
"18/08/2024 04:00:00 - 05:00:00","45522.1250000000","0,08 %","0.0833","0 %","0.0000","","0.0833","","0.4167","1 %","1.0833","","0.0833","","0.2500","","0.1667","","0.0833","0 %","0.0000","40 %","0000004000"
"18/08/2024 05:00:00 - 06:00:00","45522.1666666667","0,08 %","0.0833","0 %","0.0000","0 %","0.0000","","0.0833","1 %","1.0000","","0.0833","","0.0833","","0.0833","","0.2500","0 %","0.0000","40 %","0000004000"
"18/08/2024 06:00:00 - 07:00:00","45522.2083333333","0,33 %","0.3333","","0.2500","","0.1667","","0.5833","","0.7500","","0.1667","","0.0833","","0.7500","","0.2500","0 %","0.0000","40 %","0000004000"
"18/08/2024 07:00:00 - 08:00:00","45522.2500000000","0,17 %","0.1667","","0.0833","","0.0833","","0.3333","","0.6667","","0.2500","","0.0833","","0.3333","","0.0833","0 %","0.0000","40 %","0000004000"
"18/08/2024 08:00:00 - 09:00:00","45522.2916666667","0,08 %","0.0833","0 %","0.0000","","0.0833","","0.0833","","0.7500","","0.1667","","0.1667","","0.0833","","0.1667","0 %","0.0000","40 %","0000004000"
"18/08/2024 09:00:00 - 10:00:00","45522.3333333333","0,25 %","0.2500","","0.0833","","0.0833","","0.5000","1 %","1.1667","","0.1667","","0.4167","","0.1667","","0.4167","0 %","0.0000","40 %","0000004000"
"18/08/2024 10:00:00 - 11:00:00","45522.3750000000","2,17 %","2.1667","","0.2500","1 %","1.4167","10 %","9.7500","2 %","2.5000","","0.7500","","0.5000","2 %","1.6667","","0.6667","0 %","0.0000","40 %","0000004000"
"18/08/2024 11:00:00 - 12:00:00","45522.4166666667","0,08 %","0.0833","","0.0833","","0.0833","","0.2500","","0.8333","","0.1667","0 %","0.0000","","0.1667","","0.1667","0 %","0.0000","40 %","0000004000"
"18/08/2024 12:00:00 - 13:00:00","45522.4583333333","0,17 %","0.1667","","0.1667","","0.1667","","0.1667","","0.9167","","0.1667","","0.0833","","0.1667","","0.0833","0 %","0.0000","40 %","0000004000"
"18/08/2024 13:00:00 - 14:00:00","45522.5000000000","0,42 %","0.4167","","0.0833","","0.2500","2 %","1.5000","1 %","1.0000","","0.3333","","0.1667","","0.1667","","0.3333","0 %","0.0000","40 %","0000004000"
"18/08/2024 14:00:00 - 15:00:00","45522.5416666667","0,08 %","0.0833","","0.0833","","0.0833","","0.0833","","0.7500","","0.0833","","0.0833","","0.0833","","0.2500","0 %","0.0000","40 %","0000004000"
"18/08/2024 15:00:00 - 16:00:00","45522.5833333333","0,08 %","0.0833","","0.0833","","0.1667","","0.0833","","0.5000","","0.1667","","0.1667","","0.0833","","0.1667","0 %","0.0000","40 %","0000004000"
"18/08/2024 16:00:00 - 17:00:00","45522.6250000000","0,08 %","0.0833","0 %","0.0000","","0.0833","","0.0833","","0.8333","","0.0833","","0.0833","","0.0833","","0.0833","0 %","0.0000","40 %","0000004000"
"18/08/2024 17:00:00 - 18:00:00","45522.6666666667","0,08 %","0.0833","","0.0833","0 %","0.0000","","0.4167","","0.7500","","0.2500","","0.0833","","0.0833","","0.1667","0 %","0.0000","40 %","0000004000"
"18/08/2024 18:00:00 - 19:00:00","45522.7083333333","0,08 %","0.0833","","0.0833","","0.0833","","0.1667","","0.8333","","0.0833","","0.0833","","0.0833","","0.1667","0 %","0.0000","40 %","0000004000"
"18/08/2024 19:00:00 - 20:00:00","45522.7500000000","0,08 %","0.0833","0 %","0.0000","","0.0833","0 %","0.0000","","0.6667","","0.1667","","0.1667","","0.0833","","0.1667","0 %","0.0000","40 %","0000004000"
"18/08/2024 20:00:00 - 21:00:00","45522.7916666667","0,08 %","0.0833","0 %","0.0000","","0.0833","","0.0833","","0.9167","","0.2500","","0.1667","","0.0833","","0.1667","0 %","0.0000","40 %","0000004000"
"18/08/2024 21:00:00 - 22:00:00","45522.8333333333","0,08 %","0.0833","0 %","0.0000","","0.0833","0 %","0.0000","","0.6667","","0.3333","0 %","0.0000","","0.0833","","0.2500","0 %","0.0000","40 %","0000004000"
"18/08/2024 22:00:00 - 23:00:00","45522.8750000000","0,17 %","0.1667","","0.0833","","0.0833","","0.2500","1 %","1.0833","","0.4167","","0.0833","","0.0833","","0.3333","0 %","0.0000","40 %","0000004000"
"18/08/2024 23:00:00 - 00:00:00","45522.9166666667","19 %","18.5000","16 %","16.2500","17 %","16.7500","23 %","23.0833","19 %","18.9167","17 %","16.8333","19 %","19.0000","19 %","18.9167","19 %","18.8333","0 %","0.0000","40 %","0000004000"
"19/08/2024 00:00:00 - 01:00:00","45522.9583333333","24 %","23.6667","11 %","11.1667","15 %","15.3333","26 %","25.5000","44 %","44.4167","28 %","27.9167","14 %","14.0000","36 %","35.5000","14 %","14.2500","0 %","0.0000","40 %","0000004000"
"19/08/2024 01:00:00 - 02:00:00","45523.0000000000","18 %","17.8333","4 %","3.5833","18 %","17.8333","32 %","31.5000","17 %","17.3333","16 %","15.5000","8 %","8.0000","41 %","40.6667","8 %","7.9167","0 %","0.0000","40 %","0000004000"
"19/08/2024 02:00:00 - 03:00:00","45523.0416666667","14 %","14.4167","7 %","7.3333","7 %","7.3333","37 %","37.1667","12 %","12.0000","12 %","11.5833","9 %","9.0833","17 %","16.7500","14 %","13.5000","0 %","0.0000","40 %","0000004000"
"19/08/2024 03:00:00 - 04:00:00","45523.0833333333","0,08 %","0.0833","","0.0833","","0.0833","","0.0833","","0.9167","","0.1667","","0.1667","","0.0833","","0.1667","0 %","0.0000","40 %","0000004000"
"19/08/2024 04:00:00 - 05:00:00","45523.1250000000","0,67 %","0.6667","","0.2500","","0.3333","2 %","2.5000","1 %","1.1667","","0.3333","","0.1667","1 %","1.2500","","0.5000","0 %","0.0000","40 %","0000004000"
"19/08/2024 05:00:00 - 06:00:00","45523.1666666667","38 %","38.0000","26 %","25.6667","44 %","43.8333","39 %","39.0833","46 %","46.4167","44 %","43.8333","24 %","23.7500","42 %","41.6667","40 %","39.5833","0 %","0.0000","40 %","0000004000"
"19/08/2024 06:00:00 - 07:00:00","45523.2083333333","35 %","34.8333","15 %","14.6667","46 %","46.5000","31 %","31.1667","48 %","47.9167","48 %","48.1667","16 %","16.0000","45 %","44.9167","30 %","30.3333","0 %","0.0000","40 %","0000004000"
"19/08/2024 07:00:00 - 08:00:00","45523.2500000000","28 %","27.6667","11 %","11.2500","37 %","36.6667","28 %","28.3333","39 %","39.0833","38 %","37.8333","12 %","12.0833","35 %","35.2500","20 %","20.4167","0 %","0.0000","40 %","0000004000"
"19/08/2024 08:00:00 - 09:00:00","45523.2916666667","8,17 %","8.1667","5 %","4.7500","9 %","9.0000","10 %","9.5000","9 %","9.2500","8 %","8.2500","3 %","3.2500","13 %","13.0000","8 %","7.7500","0 %","0.0000","40 %","0000004000"
"19/08/2024 09:00:00 - 10:00:00","45523.3333333333","1,83 %","1.8333","","0.4167","2 %","1.8333","3 %","2.9167","2 %","2.4167","2 %","1.8333","","0.5833","3 %","3.0833","1 %","1.3333","0 %","0.0000","40 %","0000004000"
"19/08/2024 10:00:00 - 11:00:00","45523.3750000000","2,83 %","2.8333","2 %","1.6667","3 %","2.7500","4 %","4.5000","4 %","4.1667","3 %","2.5833","2 %","1.5000","4 %","4.0833","2 %","2.5000","0 %","0.0000","40 %","0000004000"
"19/08/2024 11:00:00 - 12:00:00","45523.4166666667","6,83 %","6.8333","4 %","3.5833","7 %","7.0000","9 %","9.3333","8 %","7.9167","7 %","7.1667","5 %","5.0833","8 %","8.0833","7 %","6.5833","0 %","0.0000","40 %","0000004000"
"19/08/2024 12:00:00 - 13:00:00","45523.4583333333","0,33 %","0.3333","","0.0833","","0.2500","1 %","1.0000","","0.9167","","0.3333","","0.2500","","0.7500","","0.1667","0 %","0.0000","40 %","0000004000"
"19/08/2024 13:00:00 - 14:00:00","45523.5000000000","3,58 %","3.5833","","0.7500","3 %","3.0833","11 %","11.0833","4 %","3.5000","2 %","2.5000","1 %","1.2500","5 %","5.0000","1 %","1.4167","0 %","0.0000","40 %","0000004000"
"19/08/2024 14:00:00 - 15:00:00","45523.5416666667","4,67 %","4.6667","2 %","1.5000","6 %","5.6667","7 %","7.1667","6 %","6.2500","5 %","5.4167","2 %","1.6667","7 %","7.0833","3 %","3.1667","0 %","0.0000","40 %","0000004000"
"19/08/2024 15:00:00 - 16:00:00","45523.5833333333","4,75 %","4.7500","3 %","3.1667","5 %","4.7500","7 %","6.6667","6 %","5.9167","5 %","4.7500","3 %","3.1667","6 %","5.6667","4 %","3.8333","0 %","0.0000","40 %","0000004000"
"19/08/2024 16:00:00 - 17:00:00","45523.6250000000","3 %","3.0000","1 %","1.0833","3 %","2.9167","5 %","4.8333","5 %","4.7500","3 %","2.6667","","0.6667","5 %","4.6667","2 %","2.5000","0 %","0.0000","40 %","0000004000"
"19/08/2024 17:00:00 - 18:00:00","45523.6666666667","2,92 %","2.9167","1 %","1.0833","4 %","3.5000","4 %","4.3333","5 %","4.5833","4 %","3.6667","","0.9167","4 %","3.6667","2 %","2.1667","0 %","0.0000","40 %","0000004000"
"19/08/2024 18:00:00 - 19:00:00","45523.7083333333","0,58 %","0.5833","0 %","0.0000","","0.6667","","0.6667","2 %","1.5833","","0.8333","","0.1667","1 %","1.1667","","0.3333","0 %","0.0000","40 %","0000004000"
"19/08/2024 19:00:00 - 20:00:00","45523.7500000000","0,25 %","0.2500","0 %","0.0000","","0.4167","","0.5833","1 %","1.0000","","0.4167","","0.1667","","0.5000","","0.3333","0 %","0.0000","40 %","0000004000"
"19/08/2024 20:00:00 - 21:00:00","45523.7916666667","0,67 %","0.6667","","0.2500","","0.8333","1 %","1.0000","1 %","1.4167","","0.7500","","0.2500","1 %","1.2500","","0.7500","0 %","0.0000","40 %","0000004000"
"19/08/2024 21:00:00 - 22:00:00","45523.8333333333","3,08 %","3.0833","2 %","2.2500","3 %","3.0000","4 %","3.9167","4 %","3.6667","3 %","3.2500","3 %","2.9167","4 %","3.5000","2 %","2.5000","0 %","0.0000","40 %","0000004000"
"19/08/2024 22:00:00 - 23:00:00","45523.8750000000","0,58 %","0.5833","","0.0833","","0.5833","2 %","1.7500","2 %","1.5833","","0.5833","","0.2500","","0.8333","","0.2500","0 %","0.0000","40 %","0000004000"
"19/08/2024 23:00:00 - 00:00:00","45523.9166666667","20 %","20.3333","17 %","16.5833","21 %","20.7500","26 %","26.0000","20 %","20.2500","19 %","18.9167","17 %","16.9167","24 %","24.0833","20 %","19.7500","0 %","0.0000","40 %","0000004000"
"20/08/2024 00:00:00 - 01:00:00","45523.9583333333","24 %","23.5000","11 %","11.0833","16 %","15.8333","33 %","33.4167","29 %","28.5833","21 %","21.2500","12 %","12.2500","26 %","25.5833","41 %","40.5833","0 %","0.0000","40 %","0000004000"
"20/08/2024 01:00:00 - 02:00:00","45524.0000000000","20 %","19.7500","7 %","7.2500","26 %","26.0000","47 %","46.7500","24 %","24.3333","19 %","18.5833","5 %","5.1667","24 %","23.8333","6 %","6.1667","0 %","0.0000","40 %","0000004000"
"20/08/2024 02:00:00 - 03:00:00","45524.0416666667","14 %","13.5833","9 %","9.3333","13 %","12.8333","35 %","35.1667","10 %","9.5833","9 %","8.9167","6 %","6.3333","16 %","15.5000","11 %","11.2500","0 %","0.0000","40 %","0000004000"
"20/08/2024 03:00:00 - 04:00:00","45524.0833333333","0,08 %","0.0833","","0.1667","","0.0833","","0.1667","","0.8333","","0.1667","","0.0833","","0.0833","","0.1667","0 %","0.0000","40 %","0000004000"
"20/08/2024 04:00:00 - 05:00:00","45524.1250000000","0,83 %","0.8333","0 %","0.0000","","0.6667","2 %","1.9167","1 %","1.3333","","0.3333","","0.1667","2 %","1.9167","","0.5833","0 %","0.0000","40 %","0000004000"
"20/08/2024 05:00:00 - 06:00:00","45524.1666666667","31 %","30.6667","21 %","20.5833","32 %","32.4167","35 %","35.0833","35 %","34.6667","32 %","31.7500","26 %","25.9167","36 %","35.5000","30 %","30.1667","0 %","0.0000","40 %","0000004000"
"20/08/2024 06:00:00 - 07:00:00","45524.2083333333","31 %","30.6667","18 %","18.4167","37 %","36.5833","33 %","32.7500","37 %","37.0000","36 %","35.7500","19 %","19.1667","37 %","36.8333","29 %","28.6667","0 %","0.0000","40 %","0000004000"
"20/08/2024 07:00:00 - 08:00:00","45524.2500000000","32 %","31.8333","21 %","20.9167","40 %","39.5000","32 %","32.0000","38 %","38.0833","38 %","37.8333","22 %","21.6667","37 %","37.2500","28 %","28.3333","0 %","0.0000","40 %","0000004000"
"20/08/2024 08:00:00 - 09:00:00","45524.2916666667","18 %","18.1667","9 %","8.6667","24 %","23.5000","18 %","18.5000","23 %","23.3333","24 %","24.5000","9 %","9.4167","23 %","22.7500","15 %","15.4167","0 %","0.0000","40 %","0000004000"
"20/08/2024 09:00:00 - 10:00:00","45524.3333333333","3,67 %","3.6667","2 %","1.5000","4 %","4.3333","5 %","5.1667","5 %","5.3333","3 %","2.7500","2 %","1.5000","6 %","5.5833","4 %","4.1667","0 %","0.0000","40 %","0000004000"
"20/08/2024 10:00:00 - 11:00:00","45524.3750000000","5,33 %","5.3333","3 %","3.2500","5 %","4.7500","9 %","8.6667","5 %","5.3333","5 %","4.8333","3 %","3.4167","8 %","7.5833","4 %","4.3333","0 %","0.0000","40 %","0000004000"
"20/08/2024 11:00:00 - 12:00:00","45524.4166666667","22 %","21.5833","19 %","19.3333","22 %","21.5000","24 %","24.4167","22 %","22.5000","22 %","21.7500","20 %","19.5000","24 %","23.8333","21 %","21.1667","0 %","0.0000","40 %","0000004000"
"20/08/2024 12:00:00 - 13:00:00","45524.4583333333","7,67 %","7.6667","7 %","7.0000","8 %","7.5000","9 %","9.2500","8 %","8.1667","8 %","7.6667","7 %","7.0000","9 %","8.8333","8 %","7.5833","0 %","0.0000","40 %","0000004000"
"20/08/2024 13:00:00 - 14:00:00","45524.5000000000","3,09 %","3.0909","","0.5455","2 %","2.0000","8 %","8.4545","4 %","3.6364","3 %","2.9091","1 %","1.2727","6 %","5.7273","2 %","1.6364","0 %","0.0000","37 %","0000003667"
"20/08/2024 14:00:00 - 15:00:00","45524.5416666667","2 %","2.0000","","0.4167","2 %","1.5833","4 %","3.7500","3 %","3.0000","2 %","2.1667","","0.9167","4 %","3.7500","2 %","1.5000","0 %","0.0000","40 %","0000004000"
"20/08/2024 15:00:00 - 16:00:00","45524.5833333333","3,33 %","3.3333","1 %","1.3333","4 %","3.5000","6 %","6.0000","5 %","4.6667","3 %","3.0000","1 %","1.3333","5 %","5.2500","2 %","2.1667","0 %","0.0000","40 %","0000004000"
"20/08/2024 16:00:00 - 17:00:00","45524.6250000000","6,33 %","6.3333","4 %","3.5833","7 %","6.6667","7 %","7.4167","7 %","7.3333","7 %","6.5833","4 %","4.0833","9 %","8.7500","6 %","5.7500","0 %","0.0000","40 %","0000004000"
"20/08/2024 17:00:00 - 18:00:00","45524.6666666667","2,25 %","2.2500","","0.2500","3 %","2.7500","4 %","3.5833","4 %","3.5833","3 %","2.6667","","0.5000","3 %","3.3333","2 %","1.6667","0 %","0.0000","40 %","0000004000"
"20/08/2024 18:00:00 - 19:00:00","45524.7083333333","0,50 %","0.5000","","0.2500","","0.5833","","0.5833","1 %","1.4167","","0.5000","","0.3333","","0.5833","","0.5000","0 %","0.0000","40 %","0000004000"
"20/08/2024 19:00:00 - 20:00:00","45524.7500000000","0,08 %","0.0833","0 %","0.0000","","0.0833","","0.0833","","0.9167","","0.2500","","0.0833","","0.0833","","0.1667","0 %","0.0000","40 %","0000004000"
"20/08/2024 20:00:00 - 21:00:00","45524.7916666667","0,17 %","0.1667","","0.0833","","0.0833","","0.1667","1 %","1.0000","","0.1667","","0.0833","","0.5000","","0.2500","0 %","0.0000","40 %","0000004000"
"20/08/2024 21:00:00 - 22:00:00","45524.8333333333","0,25 %","0.2500","","0.1667","","0.2500","","0.7500","1 %","1.2500","","0.1667","0 %","0.0000","","0.5833","","0.1667","0 %","0.0000","40 %","0000004000"
"20/08/2024 22:00:00 - 23:00:00","45524.8750000000","0,67 %","0.6667","","0.2500","","0.5833","1 %","1.4167","2 %","1.5833","","0.4167","","0.1667","1 %","1.0000","","0.5833","0 %","0.0000","40 %","0000004000"
"20/08/2024 23:00:00 - 00:00:00","45524.9166666667","20 %","19.9167","18 %","17.8333","20 %","19.6667","22 %","22.0833","19 %","18.6667","19 %","19.3333","20 %","20.0000","22 %","21.5000","21 %","21.2500","0 %","0.0000","40 %","0000004000"
"21/08/2024 00:00:00 - 01:00:00","45524.9583333333","22 %","22.2500","8 %","8.4167","16 %","15.5000","61 %","60.7500","15 %","15.4167","18 %","18.1667","10 %","10.4167","36 %","35.6667","13 %","12.7500","0 %","0.0000","40 %","0000004000"
"21/08/2024 01:00:00 - 02:00:00","45525.0000000000","18 %","18.0000","6 %","5.8333","15 %","14.8333","40 %","39.9167","17 %","16.5833","8 %","7.9167","7 %","6.8333","44 %","44.2500","7 %","7.0000","0 %","0.0000","40 %","0000004000"
"21/08/2024 02:00:00 - 03:00:00","45525.0416666667","14 %","14.4167","7 %","6.6667","10 %","9.9167","38 %","37.9167","16 %","15.8333","11 %","11.4167","10 %","9.9167","17 %","16.9167","6 %","6.5000","0 %","0.0000","40 %","0000004000"
"21/08/2024 03:00:00 - 04:00:00","45525.0833333333","0,17 %","0.1667","","0.1667","","0.1667","","0.0833","","0.9167","","0.2500","","0.1667","","0.1667","","0.3333","0 %","0.0000","40 %","0000004000"
"21/08/2024 04:00:00 - 05:00:00","45525.1250000000","28 %","28.2500","5 %","4.8333","44 %","43.9167","20 %","19.7500","44 %","44.0833","44 %","44.4167","5 %","5.3333","41 %","40.8333","23 %","23.2500","0 %","0.0000","40 %","0000004000"
"21/08/2024 05:00:00 - 06:00:00","45525.1666666667","31 %","31.4167","10 %","9.9167","44 %","44.2500","33 %","33.0000","43 %","43.0000","43 %","42.7500","12 %","12.0000","32 %","31.9167","34 %","34.0000","0 %","0.0000","40 %","0000004000"
"21/08/2024 06:00:00 - 07:00:00","45525.2083333333","18 %","17.9167","5 %","4.9167","27 %","26.9167","24 %","24.0000","24 %","23.6667","20 %","20.4167","9 %","8.6667","22 %","22.0833","12 %","12.0833","0 %","0.0000","40 %","0000004000"
"21/08/2024 07:00:00 - 08:00:00","45525.2500000000","7 %","7.0000","1 %","1.0833","10 %","10.5000","8 %","7.7500","9 %","9.0833","11 %","11.3333","1 %","1.1667","10 %","10.5000","6 %","6.5000","0 %","0.0000","40 %","0000004000"
"21/08/2024 08:00:00 - 09:00:00","45525.2916666667","8 %","8.0000","6 %","5.7500","8 %","8.4167","9 %","9.2500","8 %","8.4167","8 %","8.2500","6 %","6.4167","10 %","9.9167","8 %","7.6667","0 %","0.0000","40 %","0000004000"
"21/08/2024 09:00:00 - 10:00:00","45525.3333333333","3,67 %","3.6667","2 %","1.8333","3 %","3.3333","5 %","5.3333","4 %","4.3333","4 %","3.8333","3 %","2.5833","4 %","4.4167","3 %","3.0000","0 %","0.0000","40 %","0000004000"
"21/08/2024 10:00:00 - 11:00:00","45525.3750000000","4,08 %","4.0833","2 %","2.0000","4 %","3.8333","7 %","7.1667","5 %","5.0833","4 %","3.7500","2 %","2.0833","6 %","6.1667","3 %","2.8333","0 %","0.0000","40 %","0000004000"
