"Date et heure","Date et heure(RAW)","Somme","Somme(RAW)","Octets libres C:","Octets libres C:(RAW)","Espace disponible C:","Espace disponible C:(RAW)","Octets libres D:","Octets libres D:(RAW)","Espace disponible D:","Espace disponible D:(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"18/05/2024 07:00:00 - 08:00:00","45430.2500000000","","","","","","","","","","","","","0 %","0000000000"
"18/05/2024 08:00:00 - 09:00:00","45430.2916666667","","","","","","","","","","","","","0 %","0000000000"
"18/05/2024 09:00:00 - 10:00:00","45430.3333333333","","","","","","","","","","","","","0 %","0000000000"
"18/05/2024 10:00:00 - 11:00:00","45430.3750000000","","","","","","","","","","","","","0 %","0000000000"
"18/05/2024 11:00:00 - 12:00:00","45430.4166666667","","","","","","","","","","","","","0 %","0000000000"
"18/05/2024 12:00:00 - 13:00:00","45430.4583333333","","","","","","","","","","","","","0 %","0000000000"
"18/05/2024 13:00:00 - 14:00:00","45430.5000000000","","","","","","","","","","","","","0 %","0000000000"
"18/05/2024 14:00:00 - 15:00:00","45430.5416666667","","","","","","","","","","","","","0 %","0000000000"
"18/05/2024 15:00:00 - 16:00:00","45430.5833333333","","","","","","","","","","","","","0 %","0000000000"
"18/05/2024 16:00:00 - 17:00:00","45430.6250000000","","","","","","","","","","","","","0 %","0000000000"
"18/05/2024 17:00:00 - 18:00:00","45430.6666666667","","","","","","","","","","","","","0 %","0000000000"
"18/05/2024 18:00:00 - 19:00:00","45430.7083333333","","","","","","","","","","","","","0 %","0000000000"
"18/05/2024 19:00:00 - 20:00:00","45430.7500000000","","","","","","","","","","","","","0 %","0000000000"
"18/05/2024 20:00:00 - 21:00:00","45430.7916666667","","","","","","","","","","","","","0 %","0000000000"
"18/05/2024 21:00:00 - 22:00:00","45430.8333333333","","","","","","","","","","","","","0 %","0000000000"
"18/05/2024 22:00:00 - 23:00:00","45430.8750000000","","","","","","","","","","","","","0 %","0000000000"
"18/05/2024 23:00:00 - 00:00:00","45430.9166666667","","","","","","","","","","","","","0 %","0000000000"
"19/05/2024 00:00:00 - 01:00:00","45430.9583333333","","","","","","","","","","","","","0 %","0000000000"
"19/05/2024 01:00:00 - 02:00:00","45431.0000000000","","","","","","","","","","","","","0 %","0000000000"
"19/05/2024 02:00:00 - 03:00:00","45431.0416666667","","","","","","","","","","","","","0 %","0000000000"
"19/05/2024 03:00:00 - 04:00:00","45431.0833333333","","","","","","","","","","","","","0 %","0000000000"
"19/05/2024 04:00:00 - 05:00:00","45431.1250000000","","","","","","","","","","","","","0 %","0000000000"
"19/05/2024 05:00:00 - 06:00:00","45431.1666666667","","","","","","","","","","","","","0 %","0000000000"
"19/05/2024 06:00:00 - 07:00:00","45431.2083333333","","","","","","","","","","","","","0 %","0000000000"
"19/05/2024 07:00:00 - 08:00:00","45431.2500000000","","","","","","","","","","","","","0 %","0000000000"
"19/05/2024 08:00:00 - 09:00:00","45431.2916666667","","","","","","","","","","","","","0 %","0000000000"
"19/05/2024 09:00:00 - 10:00:00","45431.3333333333","","","","","","","","","","","","","0 %","0000000000"
"19/05/2024 10:00:00 - 11:00:00","45431.3750000000","","","","","","","","","","","","","0 %","0000000000"
"19/05/2024 11:00:00 - 12:00:00","45431.4166666667","","","","","","","","","","","","","0 %","0000000000"
"19/05/2024 12:00:00 - 13:00:00","45431.4583333333","","","","","","","","","","","","","0 %","0000000000"
"19/05/2024 13:00:00 - 14:00:00","45431.5000000000","","","","","","","","","","","","","0 %","0000000000"
"19/05/2024 14:00:00 - 15:00:00","45431.5416666667","","","","","","","","","","","","","0 %","0000000000"
"19/05/2024 15:00:00 - 16:00:00","45431.5833333333","","","","","","","","","","","","","0 %","0000000000"
"19/05/2024 16:00:00 - 17:00:00","45431.6250000000","","","","","","","","","","","","","0 %","0000000000"
"19/05/2024 17:00:00 - 18:00:00","45431.6666666667","","","","","","","","","","","","","0 %","0000000000"
"19/05/2024 18:00:00 - 19:00:00","45431.7083333333","","","","","","","","","","","","","0 %","0000000000"
"19/05/2024 19:00:00 - 20:00:00","45431.7500000000","","","","","","","","","","","","","0 %","0000000000"
"19/05/2024 20:00:00 - 21:00:00","45431.7916666667","","","","","","","","","","","","","0 %","0000000000"
"19/05/2024 21:00:00 - 22:00:00","45431.8333333333","","","","","","","","","","","","","0 %","0000000000"
"19/05/2024 22:00:00 - 23:00:00","45431.8750000000","","","","","","","","","","","","","0 %","0000000000"
"19/05/2024 23:00:00 - 00:00:00","45431.9166666667","","","","","","","","","","","","","0 %","0000000000"
"20/05/2024 00:00:00 - 01:00:00","45431.9583333333","","","","","","","","","","","","","0 %","0000000000"
"20/05/2024 01:00:00 - 02:00:00","45432.0000000000","","","","","","","","","","","","","0 %","0000000000"
"20/05/2024 02:00:00 - 03:00:00","45432.0416666667","","","","","","","","","","","","","0 %","0000000000"
"20/05/2024 03:00:00 - 04:00:00","45432.0833333333","","","","","","","","","","","","","0 %","0000000000"
"20/05/2024 04:00:00 - 05:00:00","45432.1250000000","","","","","","","","","","","","","0 %","0000000000"
"20/05/2024 05:00:00 - 06:00:00","45432.1666666667","","","","","","","","","","","","","0 %","0000000000"
"20/05/2024 06:00:00 - 07:00:00","45432.2083333333","","","","","","","","","","","","","0 %","0000000000"
"20/05/2024 07:00:00 - 08:00:00","45432.2500000000","","","","","","","","","","","","","0 %","0000000000"
"20/05/2024 08:00:00 - 09:00:00","45432.2916666667","","","","","","","","","","","","","0 %","0000000000"
"20/05/2024 09:00:00 - 10:00:00","45432.3333333333","","","","","","","","","","","","","0 %","0000000000"
"20/05/2024 10:00:00 - 11:00:00","45432.3750000000","","","","","","","","","","","","","0 %","0000000000"
"20/05/2024 11:00:00 - 12:00:00","45432.4166666667","","","","","","","","","","","","","0 %","0000000000"
"20/05/2024 12:00:00 - 13:00:00","45432.4583333333","","","","","","","","","","","","","0 %","0000000000"
"20/05/2024 13:00:00 - 14:00:00","45432.5000000000","","","","","","","","","","","","","0 %","0000000000"
"20/05/2024 14:00:00 - 15:00:00","45432.5416666667","","","","","","","","","","","","","0 %","0000000000"
"20/05/2024 15:00:00 - 16:00:00","45432.5833333333","","","","","","","","","","","","","0 %","0000000000"
"20/05/2024 16:00:00 - 17:00:00","45432.6250000000","","","","","","","","","","","","","0 %","0000000000"
"20/05/2024 17:00:00 - 18:00:00","45432.6666666667","","","","","","","","","","","","","0 %","0000000000"
"20/05/2024 18:00:00 - 19:00:00","45432.7083333333","","","","","","","","","","","","","0 %","0000000000"
"20/05/2024 19:00:00 - 20:00:00","45432.7500000000","","","","","","","","","","","","","0 %","0000000000"
"20/05/2024 20:00:00 - 21:00:00","45432.7916666667","","","","","","","","","","","","","0 %","0000000000"
"20/05/2024 21:00:00 - 22:00:00","45432.8333333333","","","","","","","","","","","","","0 %","0000000000"
"20/05/2024 22:00:00 - 23:00:00","45432.8750000000","","","","","","","","","","","","","0 %","0000000000"
"20/05/2024 23:00:00 - 00:00:00","45432.9166666667","","","","","","","","","","","","","0 %","0000000000"
"21/05/2024 00:00:00 - 01:00:00","45432.9583333333","","","","","","","","","","","","","0 %","0000000000"
"21/05/2024 01:00:00 - 02:00:00","45433.0000000000","","","","","","","","","","","","","0 %","0000000000"
"21/05/2024 02:00:00 - 03:00:00","45433.0416666667","","","","","","","","","","","","","0 %","0000000000"
"21/05/2024 03:00:00 - 04:00:00","45433.0833333333","","","","","","","","","","","","","0 %","0000000000"
"21/05/2024 04:00:00 - 05:00:00","45433.1250000000","","","","","","","","","","","","","0 %","0000000000"
"21/05/2024 05:00:00 - 06:00:00","45433.1666666667","","","","","","","","","","","","","0 %","0000000000"
"21/05/2024 06:00:00 - 07:00:00","45433.2083333333","","","","","","","","","","","","","0 %","0000000000"
"21/05/2024 07:00:00 - 08:00:00","45433.2500000000","","","","","","","","","","","","","0 %","0000000000"
"21/05/2024 08:00:00 - 09:00:00","45433.2916666667","","","","","","","","","","","","","0 %","0000000000"
"21/05/2024 09:00:00 - 10:00:00","45433.3333333333","","","","","","","","","","","","","0 %","0000000000"
"21/05/2024 10:00:00 - 11:00:00","45433.3750000000","","","","","","","","","","","","","0 %","0000000000"
"21/05/2024 11:00:00 - 12:00:00","45433.4166666667","","","","","","","","","","","","","0 %","0000000000"
"21/05/2024 12:00:00 - 13:00:00","45433.4583333333","","","","","","","","","","","","","0 %","0000000000"
"21/05/2024 13:00:00 - 14:00:00","45433.5000000000","","","","","","","","","","","","","0 %","0000000000"
"21/05/2024 14:00:00 - 15:00:00","45433.5416666667","","","","","","","","","","","","","0 %","0000000000"
"21/05/2024 15:00:00 - 16:00:00","45433.5833333333","","","","","","","","","","","","","0 %","0000000000"
"21/05/2024 16:00:00 - 17:00:00","45433.6250000000","","","","","","","","","","","","","0 %","0000000000"
"21/05/2024 17:00:00 - 18:00:00","45433.6666666667","","","","","","","","","","","","","0 %","0000000000"
"21/05/2024 18:00:00 - 19:00:00","45433.7083333333","","","","","","","","","","","","","0 %","0000000000"
"21/05/2024 19:00:00 - 20:00:00","45433.7500000000","","","","","","","","","","","","","0 %","0000000000"
"21/05/2024 20:00:00 - 21:00:00","45433.7916666667","","","","","","","","","","","","","0 %","0000000000"
"21/05/2024 21:00:00 - 22:00:00","45433.8333333333","","","","","","","","","","","","","0 %","0000000000"
"21/05/2024 22:00:00 - 23:00:00","45433.8750000000","","","","","","","","","","","","","0 %","0000000000"
"21/05/2024 23:00:00 - 00:00:00","45433.9166666667","","","","","","","","","","","","","0 %","0000000000"
"22/05/2024 00:00:00 - 01:00:00","45433.9583333333","","","","","","","","","","","","","0 %","0000000000"
"22/05/2024 01:00:00 - 02:00:00","45434.0000000000","","","","","","","","","","","","","0 %","0000000000"
"22/05/2024 02:00:00 - 03:00:00","45434.0416666667","","","","","","","","","","","","","0 %","0000000000"
"22/05/2024 03:00:00 - 04:00:00","45434.0833333333","","","","","","","","","","","","","0 %","0000000000"
"22/05/2024 04:00:00 - 05:00:00","45434.1250000000","","","","","","","","","","","","","0 %","0000000000"
"22/05/2024 05:00:00 - 06:00:00","45434.1666666667","","","","","","","","","","","","","0 %","0000000000"
"22/05/2024 06:00:00 - 07:00:00","45434.2083333333","","","","","","","","","","","","","0 %","0000000000"
"22/05/2024 07:00:00 - 08:00:00","45434.2500000000","","","","","","","","","","","","","0 %","0000000000"
"22/05/2024 08:00:00 - 09:00:00","45434.2916666667","","","","","","","","","","","","","0 %","0000000000"
"22/05/2024 09:00:00 - 10:00:00","45434.3333333333","","","","","","","","","","","","","0 %","0000000000"
"22/05/2024 10:00:00 - 11:00:00","45434.3750000000","","","","","","","","","","","","","0 %","0000000000"
"22/05/2024 11:00:00 - 12:00:00","45434.4166666667","","","","","","","","","","","","","0 %","0000000000"
"22/05/2024 12:00:00 - 13:00:00","45434.4583333333","","","","","","","","","","","","","0 %","0000000000"
"22/05/2024 13:00:00 - 14:00:00","45434.5000000000","","","","","","","","","","","","","0 %","0000000000"
"22/05/2024 14:00:00 - 15:00:00","45434.5416666667","","","","","","","","","","","","","0 %","0000000000"
"22/05/2024 15:00:00 - 16:00:00","45434.5833333333","","","","","","","","","","","","","0 %","0000000000"
"22/05/2024 16:00:00 - 17:00:00","45434.6250000000","","","","","","","","","","","","","0 %","0000000000"
"22/05/2024 17:00:00 - 18:00:00","45434.6666666667","","","","","","","","","","","","","0 %","0000000000"
"22/05/2024 18:00:00 - 19:00:00","45434.7083333333","","","","","","","","","","","","","0 %","0000000000"
"22/05/2024 19:00:00 - 20:00:00","45434.7500000000","","","","","","","","","","","","","0 %","0000000000"
"22/05/2024 20:00:00 - 21:00:00","45434.7916666667","","","","","","","","","","","","","0 %","0000000000"
"22/05/2024 21:00:00 - 22:00:00","45434.8333333333","","","","","","","","","","","","","0 %","0000000000"
"22/05/2024 22:00:00 - 23:00:00","45434.8750000000","","","","","","","","","","","","","0 %","0000000000"
"22/05/2024 23:00:00 - 00:00:00","45434.9166666667","","","","","","","","","","","","","0 %","0000000000"
"23/05/2024 00:00:00 - 01:00:00","45434.9583333333","","","","","","","","","","","","","0 %","0000000000"
"23/05/2024 01:00:00 - 02:00:00","45435.0000000000","","","","","","","","","","","","","0 %","0000000000"
"23/05/2024 02:00:00 - 03:00:00","45435.0416666667","","","","","","","","","","","","","0 %","0000000000"
"23/05/2024 03:00:00 - 04:00:00","45435.0833333333","","","","","","","","","","","","","0 %","0000000000"
"23/05/2024 04:00:00 - 05:00:00","45435.1250000000","","","","","","","","","","","","","0 %","0000000000"
"23/05/2024 05:00:00 - 06:00:00","45435.1666666667","","","","","","","","","","","","","0 %","0000000000"
"23/05/2024 06:00:00 - 07:00:00","45435.2083333333","","","","","","","","","","","","","0 %","0000000000"
"23/05/2024 07:00:00 - 08:00:00","45435.2500000000","","","","","","","","","","","","","0 %","0000000000"
"23/05/2024 08:00:00 - 09:00:00","45435.2916666667","","","","","","","","","","","","","0 %","0000000000"
"23/05/2024 09:00:00 - 10:00:00","45435.3333333333","","","","","","","","","","","","","0 %","0000000000"
"23/05/2024 10:00:00 - 11:00:00","45435.3750000000","","","","","","","","","","","","","0 %","0000000000"
"23/05/2024 11:00:00 - 12:00:00","45435.4166666667","","","","","","","","","","","","","0 %","0000000000"
"23/05/2024 12:00:00 - 13:00:00","45435.4583333333","","","","","","","","","","","","","0 %","0000000000"
"23/05/2024 13:00:00 - 14:00:00","45435.5000000000","","","","","","","","","","","","","0 %","0000000000"
"23/05/2024 14:00:00 - 15:00:00","45435.5416666667","","","","","","","","","","","","","0 %","0000000000"
"23/05/2024 15:00:00 - 16:00:00","45435.5833333333","","","","","","","","","","","","","0 %","0000000000"
"23/05/2024 16:00:00 - 17:00:00","45435.6250000000","","","","","","","","","","","","","0 %","0000000000"
"23/05/2024 17:00:00 - 18:00:00","45435.6666666667","","","","","","","","","","","","","0 %","0000000000"
"23/05/2024 18:00:00 - 19:00:00","45435.7083333333","","","","","","","","","","","","","0 %","0000000000"
"23/05/2024 19:00:00 - 20:00:00","45435.7500000000","","","","","","","","","","","","","0 %","0000000000"
"23/05/2024 20:00:00 - 21:00:00","45435.7916666667","","","","","","","","","","","","","0 %","0000000000"
"23/05/2024 21:00:00 - 22:00:00","45435.8333333333","","","","","","","","","","","","","0 %","0000000000"
"23/05/2024 22:00:00 - 23:00:00","45435.8750000000","","","","","","","","","","","","","0 %","0000000000"
"23/05/2024 23:00:00 - 00:00:00","45435.9166666667","","","","","","","","","","","","","0 %","0000000000"
"24/05/2024 00:00:00 - 01:00:00","45435.9583333333","","","","","","","","","","","","","0 %","0000000000"
"24/05/2024 01:00:00 - 02:00:00","45436.0000000000","","","","","","","","","","","","","0 %","0000000000"
"24/05/2024 02:00:00 - 03:00:00","45436.0416666667","","","","","","","","","","","","","0 %","0000000000"
"24/05/2024 03:00:00 - 04:00:00","45436.0833333333","","","","","","","","","","","","","0 %","0000000000"
"24/05/2024 04:00:00 - 05:00:00","45436.1250000000","","","","","","","","","","","","","0 %","0000000000"
"24/05/2024 05:00:00 - 06:00:00","45436.1666666667","","","","","","","","","","","","","0 %","0000000000"
"24/05/2024 06:00:00 - 07:00:00","45436.2083333333","","","","","","","","","","","","","0 %","0000000000"
"24/05/2024 07:00:00 - 08:00:00","45436.2500000000","","","","","","","","","","","","","0 %","0000000000"
"24/05/2024 08:00:00 - 09:00:00","45436.2916666667","","","","","","","","","","","","","0 %","0000000000"
"24/05/2024 09:00:00 - 10:00:00","45436.3333333333","","","","","","","","","","","","","0 %","0000000000"
"24/05/2024 10:00:00 - 11:00:00","45436.3750000000","","","","","","","","","","","","","0 %","0000000000"
"24/05/2024 11:00:00 - 12:00:00","45436.4166666667","","","","","","","","","","","","","0 %","0000000000"
"24/05/2024 12:00:00 - 13:00:00","45436.4583333333","","","","","","","","","","","","","0 %","0000000000"
"24/05/2024 13:00:00 - 14:00:00","45436.5000000000","","","","","","","","","","","","","0 %","0000000000"
