"Date et heure","Date et heure(RAW)","Total","Total(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"13/11/2024 19:00:00 - 20:00:00","45609.7916666667","","","","","0 %","0000000000"
"13/11/2024 20:00:00 - 21:00:00","45609.8333333333","","","","","0 %","0000000000"
"13/11/2024 21:00:00 - 22:00:00","45609.8750000000","","","","","0 %","0000000000"
"13/11/2024 22:00:00 - 23:00:00","45609.9166666667","","","","","0 %","0000000000"
"13/11/2024 23:00:00 - 00:00:00","45609.9583333333","","","","","0 %","0000000000"
"14/11/2024 00:00:00 - 01:00:00","45610.0000000000","","","","","0 %","0000000000"
"14/11/2024 01:00:00 - 02:00:00","45610.0416666667","","","","","0 %","0000000000"
"14/11/2024 02:00:00 - 03:00:00","45610.0833333333","","","","","0 %","0000000000"
"14/11/2024 03:00:00 - 04:00:00","45610.1250000000","","","","","0 %","0000000000"
"14/11/2024 04:00:00 - 05:00:00","45610.1666666667","","","","","0 %","0000000000"
"14/11/2024 05:00:00 - 06:00:00","45610.2083333333","","","","","0 %","0000000000"
"14/11/2024 06:00:00 - 07:00:00","45610.2500000000","","","","","0 %","0000000000"
"14/11/2024 07:00:00 - 08:00:00","45610.2916666667","","","","","0 %","0000000000"
"14/11/2024 08:00:00 - 09:00:00","45610.3333333333","","","","","0 %","0000000000"
"14/11/2024 09:00:00 - 10:00:00","45610.3750000000","","","","","0 %","0000000000"
"14/11/2024 10:00:00 - 11:00:00","45610.4166666667","","","","","0 %","0000000000"
"14/11/2024 11:00:00 - 12:00:00","45610.4583333333","","","","","0 %","0000000000"
"14/11/2024 12:00:00 - 13:00:00","45610.5000000000","","","","","0 %","0000000000"
"14/11/2024 13:00:00 - 14:00:00","45610.5416666667","","","","","0 %","0000000000"
"14/11/2024 14:00:00 - 15:00:00","45610.5833333333","","","","","0 %","0000000000"
"14/11/2024 15:00:00 - 16:00:00","45610.6250000000","","","","","0 %","0000000000"
"14/11/2024 16:00:00 - 17:00:00","45610.6666666667","","","","","0 %","0000000000"
"14/11/2024 17:00:00 - 18:00:00","45610.7083333333","","","","","0 %","0000000000"
"14/11/2024 18:00:00 - 19:00:00","45610.7500000000","","","","","0 %","0000000000"
"14/11/2024 19:00:00 - 20:00:00","45610.7916666667","","","","","0 %","0000000000"
"14/11/2024 20:00:00 - 21:00:00","45610.8333333333","","","","","0 %","0000000000"
"14/11/2024 21:00:00 - 22:00:00","45610.8750000000","","","","","0 %","0000000000"
"14/11/2024 22:00:00 - 23:00:00","45610.9166666667","","","","","0 %","0000000000"
"14/11/2024 23:00:00 - 00:00:00","45610.9583333333","","","","","0 %","0000000000"
"15/11/2024 00:00:00 - 01:00:00","45611.0000000000","","","","","0 %","0000000000"
"15/11/2024 01:00:00 - 02:00:00","45611.0416666667","","","","","0 %","0000000000"
"15/11/2024 02:00:00 - 03:00:00","45611.0833333333","","","","","0 %","0000000000"
"15/11/2024 03:00:00 - 04:00:00","45611.1250000000","","","","","0 %","0000000000"
"15/11/2024 04:00:00 - 05:00:00","45611.1666666667","","","","","0 %","0000000000"
"15/11/2024 05:00:00 - 06:00:00","45611.2083333333","","","","","0 %","0000000000"
"15/11/2024 06:00:00 - 07:00:00","45611.2500000000","","","","","0 %","0000000000"
"15/11/2024 07:00:00 - 08:00:00","45611.2916666667","","","","","0 %","0000000000"
"15/11/2024 08:00:00 - 09:00:00","45611.3333333333","","","","","0 %","0000000000"
"15/11/2024 09:00:00 - 10:00:00","45611.3750000000","","","","","0 %","0000000000"
"15/11/2024 10:00:00 - 11:00:00","45611.4166666667","","","","","0 %","0000000000"
"15/11/2024 11:00:00 - 12:00:00","45611.4583333333","","","","","0 %","0000000000"
"15/11/2024 12:00:00 - 13:00:00","45611.5000000000","","","","","0 %","0000000000"
"15/11/2024 13:00:00 - 14:00:00","45611.5416666667","","","","","0 %","0000000000"
"15/11/2024 14:00:00 - 15:00:00","45611.5833333333","","","","","0 %","0000000000"
"15/11/2024 15:00:00 - 16:00:00","45611.6250000000","","","","","0 %","0000000000"
"15/11/2024 16:00:00 - 17:00:00","45611.6666666667","","","","","0 %","0000000000"
"15/11/2024 17:00:00 - 18:00:00","45611.7083333333","","","","","0 %","0000000000"
"15/11/2024 18:00:00 - 19:00:00","45611.7500000000","","","","","0 %","0000000000"
"15/11/2024 19:00:00 - 20:00:00","45611.7916666667","","","","","0 %","0000000000"
"15/11/2024 20:00:00 - 21:00:00","45611.8333333333","","","","","0 %","0000000000"
"15/11/2024 21:00:00 - 22:00:00","45611.8750000000","","","","","0 %","0000000000"
"15/11/2024 22:00:00 - 23:00:00","45611.9166666667","","","","","0 %","0000000000"
"15/11/2024 23:00:00 - 00:00:00","45611.9583333333","","","","","0 %","0000000000"
"16/11/2024 00:00:00 - 01:00:00","45612.0000000000","","","","","0 %","0000000000"
"16/11/2024 01:00:00 - 02:00:00","45612.0416666667","","","","","0 %","0000000000"
"16/11/2024 02:00:00 - 03:00:00","45612.0833333333","","","","","0 %","0000000000"
"16/11/2024 03:00:00 - 04:00:00","45612.1250000000","","","","","0 %","0000000000"
"16/11/2024 04:00:00 - 05:00:00","45612.1666666667","","","","","0 %","0000000000"
"16/11/2024 05:00:00 - 06:00:00","45612.2083333333","","","","","0 %","0000000000"
"16/11/2024 06:00:00 - 07:00:00","45612.2500000000","","","","","0 %","0000000000"
"16/11/2024 07:00:00 - 08:00:00","45612.2916666667","","","","","0 %","0000000000"
"16/11/2024 08:00:00 - 09:00:00","45612.3333333333","","","","","0 %","0000000000"
"16/11/2024 09:00:00 - 10:00:00","45612.3750000000","","","","","0 %","0000000000"
"16/11/2024 10:00:00 - 11:00:00","45612.4166666667","","","","","0 %","0000000000"
"16/11/2024 11:00:00 - 12:00:00","45612.4583333333","","","","","0 %","0000000000"
"16/11/2024 12:00:00 - 13:00:00","45612.5000000000","","","","","0 %","0000000000"
"16/11/2024 13:00:00 - 14:00:00","45612.5416666667","","","","","0 %","0000000000"
"16/11/2024 14:00:00 - 15:00:00","45612.5833333333","","","","","0 %","0000000000"
"16/11/2024 15:00:00 - 16:00:00","45612.6250000000","","","","","0 %","0000000000"
"16/11/2024 16:00:00 - 17:00:00","45612.6666666667","","","","","0 %","0000000000"
"16/11/2024 17:00:00 - 18:00:00","45612.7083333333","","","","","0 %","0000000000"
"16/11/2024 18:00:00 - 19:00:00","45612.7500000000","","","","","0 %","0000000000"
"16/11/2024 19:00:00 - 20:00:00","45612.7916666667","","","","","0 %","0000000000"
"16/11/2024 20:00:00 - 21:00:00","45612.8333333333","","","","","0 %","0000000000"
"16/11/2024 21:00:00 - 22:00:00","45612.8750000000","","","","","0 %","0000000000"
"16/11/2024 22:00:00 - 23:00:00","45612.9166666667","","","","","0 %","0000000000"
"16/11/2024 23:00:00 - 00:00:00","45612.9583333333","","","","","0 %","0000000000"
"17/11/2024 00:00:00 - 01:00:00","45613.0000000000","","","","","0 %","0000000000"
"17/11/2024 01:00:00 - 02:00:00","45613.0416666667","","","","","0 %","0000000000"
"17/11/2024 02:00:00 - 03:00:00","45613.0833333333","","","","","0 %","0000000000"
"17/11/2024 03:00:00 - 04:00:00","45613.1250000000","","","","","0 %","0000000000"
"17/11/2024 04:00:00 - 05:00:00","45613.1666666667","","","","","0 %","0000000000"
"17/11/2024 05:00:00 - 06:00:00","45613.2083333333","","","","","0 %","0000000000"
"17/11/2024 06:00:00 - 07:00:00","45613.2500000000","","","","","0 %","0000000000"
"17/11/2024 07:00:00 - 08:00:00","45613.2916666667","","","","","0 %","0000000000"
"17/11/2024 08:00:00 - 09:00:00","45613.3333333333","","","","","0 %","0000000000"
"17/11/2024 09:00:00 - 10:00:00","45613.3750000000","","","","","0 %","0000000000"
"17/11/2024 10:00:00 - 11:00:00","45613.4166666667","","","","","0 %","0000000000"
"17/11/2024 11:00:00 - 12:00:00","45613.4583333333","","","","","0 %","0000000000"
"17/11/2024 12:00:00 - 13:00:00","45613.5000000000","","","","","0 %","0000000000"
"17/11/2024 13:00:00 - 14:00:00","45613.5416666667","","","","","0 %","0000000000"
"17/11/2024 14:00:00 - 15:00:00","45613.5833333333","","","","","0 %","0000000000"
"17/11/2024 15:00:00 - 16:00:00","45613.6250000000","","","","","0 %","0000000000"
"17/11/2024 16:00:00 - 17:00:00","45613.6666666667","","","","","0 %","0000000000"
"17/11/2024 17:00:00 - 18:00:00","45613.7083333333","","","","","0 %","0000000000"
"17/11/2024 18:00:00 - 19:00:00","45613.7500000000","","","","","0 %","0000000000"
"17/11/2024 19:00:00 - 20:00:00","45613.7916666667","","","","","0 %","0000000000"
"17/11/2024 20:00:00 - 21:00:00","45613.8333333333","","","","","0 %","0000000000"
"17/11/2024 21:00:00 - 22:00:00","45613.8750000000","","","","","0 %","0000000000"
"17/11/2024 22:00:00 - 23:00:00","45613.9166666667","","","","","0 %","0000000000"
"17/11/2024 23:00:00 - 00:00:00","45613.9583333333","","","","","0 %","0000000000"
"18/11/2024 00:00:00 - 01:00:00","45614.0000000000","","","","","0 %","0000000000"
"18/11/2024 01:00:00 - 02:00:00","45614.0416666667","","","","","0 %","0000000000"
"18/11/2024 02:00:00 - 03:00:00","45614.0833333333","","","","","0 %","0000000000"
"18/11/2024 03:00:00 - 04:00:00","45614.1250000000","","","","","0 %","0000000000"
"18/11/2024 04:00:00 - 05:00:00","45614.1666666667","","","","","0 %","0000000000"
"18/11/2024 05:00:00 - 06:00:00","45614.2083333333","","","","","0 %","0000000000"
"18/11/2024 06:00:00 - 07:00:00","45614.2500000000","","","","","0 %","0000000000"
"18/11/2024 07:00:00 - 08:00:00","45614.2916666667","","","","","0 %","0000000000"
"18/11/2024 08:00:00 - 09:00:00","45614.3333333333","","","","","0 %","0000000000"
"18/11/2024 09:00:00 - 10:00:00","45614.3750000000","","","","","0 %","0000000000"
"18/11/2024 10:00:00 - 11:00:00","45614.4166666667","","","","","0 %","0000000000"
"18/11/2024 11:00:00 - 12:00:00","45614.4583333333","","","","","0 %","0000000000"
"18/11/2024 12:00:00 - 13:00:00","45614.5000000000","","","","","0 %","0000000000"
"18/11/2024 13:00:00 - 14:00:00","45614.5416666667","","","","","0 %","0000000000"
"18/11/2024 14:00:00 - 15:00:00","45614.5833333333","","","","","0 %","0000000000"
"18/11/2024 15:00:00 - 16:00:00","45614.6250000000","","","","","0 %","0000000000"
"18/11/2024 16:00:00 - 17:00:00","45614.6666666667","","","","","0 %","0000000000"
"18/11/2024 17:00:00 - 18:00:00","45614.7083333333","","","","","0 %","0000000000"
"18/11/2024 18:00:00 - 19:00:00","45614.7500000000","","","","","0 %","0000000000"
"18/11/2024 19:00:00 - 20:00:00","45614.7916666667","","","","","0 %","0000000000"
"18/11/2024 20:00:00 - 21:00:00","45614.8333333333","","","","","0 %","0000000000"
"18/11/2024 21:00:00 - 22:00:00","45614.8750000000","","","","","0 %","0000000000"
"18/11/2024 22:00:00 - 23:00:00","45614.9166666667","","","","","0 %","0000000000"
"18/11/2024 23:00:00 - 00:00:00","45614.9583333333","","","","","0 %","0000000000"
"19/11/2024 00:00:00 - 01:00:00","45615.0000000000","","","","","0 %","0000000000"
"19/11/2024 01:00:00 - 02:00:00","45615.0416666667","","","","","0 %","0000000000"
"19/11/2024 02:00:00 - 03:00:00","45615.0833333333","","","","","0 %","0000000000"
"19/11/2024 03:00:00 - 04:00:00","45615.1250000000","","","","","0 %","0000000000"
"19/11/2024 04:00:00 - 05:00:00","45615.1666666667","","","","","0 %","0000000000"
"19/11/2024 05:00:00 - 06:00:00","45615.2083333333","","","","","0 %","0000000000"
"19/11/2024 06:00:00 - 07:00:00","45615.2500000000","","","","","0 %","0000000000"
"19/11/2024 07:00:00 - 08:00:00","45615.2916666667","","","","","0 %","0000000000"
"19/11/2024 08:00:00 - 09:00:00","45615.3333333333","","","","","0 %","0000000000"
"19/11/2024 09:00:00 - 10:00:00","45615.3750000000","","","","","0 %","0000000000"
"19/11/2024 10:00:00 - 11:00:00","45615.4166666667","","","","","0 %","0000000000"
"19/11/2024 11:00:00 - 12:00:00","45615.4583333333","","","","","0 %","0000000000"
"19/11/2024 12:00:00 - 13:00:00","45615.5000000000","","","","","0 %","0000000000"
"19/11/2024 13:00:00 - 14:00:00","45615.5416666667","","","","","0 %","0000000000"
"19/11/2024 14:00:00 - 15:00:00","45615.5833333333","","","","","0 %","0000000000"
"19/11/2024 15:00:00 - 16:00:00","45615.6250000000","","","","","0 %","0000000000"
"19/11/2024 16:00:00 - 17:00:00","45615.6666666667","","","","","0 %","0000000000"
"19/11/2024 17:00:00 - 18:00:00","45615.7083333333","","","","","0 %","0000000000"
"19/11/2024 18:00:00 - 19:00:00","45615.7500000000","","","","","0 %","0000000000"
"19/11/2024 19:00:00 - 20:00:00","45615.7916666667","","","","","0 %","0000000000"
"19/11/2024 20:00:00 - 21:00:00","45615.8333333333","","","","","0 %","0000000000"
"19/11/2024 21:00:00 - 22:00:00","45615.8750000000","","","","","0 %","0000000000"
"19/11/2024 22:00:00 - 23:00:00","45615.9166666667","","","","","0 %","0000000000"
"19/11/2024 23:00:00 - 00:00:00","45615.9583333333","","","","","0 %","0000000000"
"20/11/2024 00:00:00 - 01:00:00","45616.0000000000","","","","","0 %","0000000000"
"20/11/2024 01:00:00 - 02:00:00","45616.0416666667","","","","","0 %","0000000000"
"20/11/2024 02:00:00 - 03:00:00","45616.0833333333","","","","","0 %","0000000000"
"20/11/2024 03:00:00 - 04:00:00","45616.1250000000","","","","","0 %","0000000000"
"20/11/2024 04:00:00 - 05:00:00","45616.1666666667","","","","","0 %","0000000000"
"20/11/2024 05:00:00 - 06:00:00","45616.2083333333","","","","","0 %","0000000000"
"20/11/2024 06:00:00 - 07:00:00","45616.2500000000","","","","","0 %","0000000000"
"20/11/2024 07:00:00 - 08:00:00","45616.2916666667","","","","","0 %","0000000000"
"20/11/2024 08:00:00 - 09:00:00","45616.3333333333","","","","","0 %","0000000000"
"20/11/2024 09:00:00 - 10:00:00","45616.3750000000","","","","","0 %","0000000000"
"20/11/2024 10:00:00 - 11:00:00","45616.4166666667","","","","","0 %","0000000000"
"20/11/2024 11:00:00 - 12:00:00","45616.4583333333","","","","","0 %","0000000000"
"20/11/2024 12:00:00 - 13:00:00","45616.5000000000","","","","","0 %","0000000000"
"20/11/2024 13:00:00 - 14:00:00","45616.5416666667","","","","","0 %","0000000000"
"20/11/2024 14:00:00 - 15:00:00","45616.5833333333","","","","","0 %","0000000000"
"20/11/2024 15:00:00 - 16:00:00","45616.6250000000","","","","","0 %","0000000000"
"20/11/2024 16:00:00 - 17:00:00","45616.6666666667","","","","","0 %","0000000000"
"20/11/2024 17:00:00 - 18:00:00","45616.7083333333","","","","","0 %","0000000000"
"20/11/2024 18:00:00 - 19:00:00","45616.7500000000","","","","","0 %","0000000000"
"20/11/2024 19:00:00 - 20:00:00","45616.7916666667","","","","","0 %","0000000000"
"20/11/2024 20:00:00 - 21:00:00","45616.8333333333","","","","","0 %","0000000000"
"20/11/2024 21:00:00 - 22:00:00","45616.8750000000","","","","","0 %","0000000000"
"20/11/2024 22:00:00 - 23:00:00","45616.9166666667","","","","","0 %","0000000000"
"20/11/2024 23:00:00 - 00:00:00","45616.9583333333","","","","","0 %","0000000000"
"21/11/2024 00:00:00 - 01:00:00","45617.0000000000","","","","","0 %","0000000000"
"21/11/2024 01:00:00 - 02:00:00","45617.0416666667","","","","","0 %","0000000000"
"21/11/2024 02:00:00 - 03:00:00","45617.0833333333","","","","","0 %","0000000000"
"21/11/2024 03:00:00 - 04:00:00","45617.1250000000","","","","","0 %","0000000000"
"21/11/2024 04:00:00 - 05:00:00","45617.1666666667","","","","","0 %","0000000000"
"21/11/2024 05:00:00 - 06:00:00","45617.2083333333","","","","","0 %","0000000000"
"21/11/2024 06:00:00 - 07:00:00","45617.2500000000","","","","","0 %","0000000000"
"21/11/2024 07:00:00 - 08:00:00","45617.2916666667","","","","","0 %","0000000000"
"21/11/2024 08:00:00 - 09:00:00","45617.3333333333","","","","","0 %","0000000000"
"21/11/2024 09:00:00 - 10:00:00","45617.3750000000","","","","","0 %","0000000000"
"21/11/2024 10:00:00 - 11:00:00","45617.4166666667","","","","","0 %","0000000000"
"21/11/2024 11:00:00 - 12:00:00","45617.4583333333","","","","","0 %","0000000000"
"21/11/2024 12:00:00 - 13:00:00","45617.5000000000","","","","","0 %","0000000000"
"21/11/2024 13:00:00 - 14:00:00","45617.5416666667","","","","","0 %","0000000000"
"21/11/2024 14:00:00 - 15:00:00","45617.5833333333","","","","","0 %","0000000000"
"21/11/2024 15:00:00 - 16:00:00","45617.6250000000","","","","","0 %","0000000000"
"21/11/2024 16:00:00 - 17:00:00","45617.6666666667","","","","","0 %","0000000000"
"21/11/2024 17:00:00 - 18:00:00","45617.7083333333","","","","","0 %","0000000000"
"21/11/2024 18:00:00 - 19:00:00","45617.7500000000","","","","","0 %","0000000000"
"21/11/2024 19:00:00 - 20:00:00","45617.7916666667","","","","","0 %","0000000000"
"21/11/2024 20:00:00 - 21:00:00","45617.8333333333","","","","","0 %","0000000000"
"21/11/2024 21:00:00 - 22:00:00","45617.8750000000","","","","","0 %","0000000000"
"21/11/2024 22:00:00 - 23:00:00","45617.9166666667","","","","","0 %","0000000000"
"21/11/2024 23:00:00 - 00:00:00","45617.9583333333","","","","","0 %","0000000000"
"22/11/2024 00:00:00 - 01:00:00","45618.0000000000","","","","","0 %","0000000000"
"22/11/2024 01:00:00 - 02:00:00","45618.0416666667","","","","","0 %","0000000000"
"22/11/2024 02:00:00 - 03:00:00","45618.0833333333","","","","","0 %","0000000000"
"22/11/2024 03:00:00 - 04:00:00","45618.1250000000","","","","","0 %","0000000000"
"22/11/2024 04:00:00 - 05:00:00","45618.1666666667","","","","","0 %","0000000000"
"22/11/2024 05:00:00 - 06:00:00","45618.2083333333","","","","","0 %","0000000000"
"22/11/2024 06:00:00 - 07:00:00","45618.2500000000","","","","","0 %","0000000000"
"22/11/2024 07:00:00 - 08:00:00","45618.2916666667","","","","","0 %","0000000000"
"22/11/2024 08:00:00 - 09:00:00","45618.3333333333","","","","","0 %","0000000000"
"22/11/2024 09:00:00 - 10:00:00","45618.3750000000","","","","","0 %","0000000000"
"22/11/2024 10:00:00 - 11:00:00","45618.4166666667","","","","","0 %","0000000000"
"22/11/2024 11:00:00 - 12:00:00","45618.4583333333","","","","","0 %","0000000000"
"22/11/2024 12:00:00 - 13:00:00","45618.5000000000","","","","","0 %","0000000000"
"22/11/2024 13:00:00 - 14:00:00","45618.5416666667","","","","","0 %","0000000000"
"22/11/2024 14:00:00 - 15:00:00","45618.5833333333","","","","","0 %","0000000000"
"22/11/2024 15:00:00 - 16:00:00","45618.6250000000","","","","","0 %","0000000000"
"22/11/2024 16:00:00 - 17:00:00","45618.6666666667","","","","","0 %","0000000000"
"22/11/2024 17:00:00 - 18:00:00","45618.7083333333","","","","","0 %","0000000000"
"22/11/2024 18:00:00 - 19:00:00","45618.7500000000","","","","","0 %","0000000000"
"22/11/2024 19:00:00 - 20:00:00","45618.7916666667","","","","","0 %","0000000000"
"22/11/2024 20:00:00 - 21:00:00","45618.8333333333","","","","","0 %","0000000000"
"22/11/2024 21:00:00 - 22:00:00","45618.8750000000","","","","","0 %","0000000000"
"22/11/2024 22:00:00 - 23:00:00","45618.9166666667","","","","","0 %","0000000000"
"22/11/2024 23:00:00 - 00:00:00","45618.9583333333","","","","","0 %","0000000000"
"23/11/2024 00:00:00 - 01:00:00","45619.0000000000","","","","","0 %","0000000000"
"23/11/2024 01:00:00 - 02:00:00","45619.0416666667","","","","","0 %","0000000000"
"23/11/2024 02:00:00 - 03:00:00","45619.0833333333","","","","","0 %","0000000000"
"23/11/2024 03:00:00 - 04:00:00","45619.1250000000","","","","","0 %","0000000000"
"23/11/2024 04:00:00 - 05:00:00","45619.1666666667","","","","","0 %","0000000000"
"23/11/2024 05:00:00 - 06:00:00","45619.2083333333","","","","","0 %","0000000000"
"23/11/2024 06:00:00 - 07:00:00","45619.2500000000","","","","","0 %","0000000000"
"23/11/2024 07:00:00 - 08:00:00","45619.2916666667","","","","","0 %","0000000000"
"23/11/2024 08:00:00 - 09:00:00","45619.3333333333","","","","","0 %","0000000000"
"23/11/2024 09:00:00 - 10:00:00","45619.3750000000","","","","","0 %","0000000000"
"23/11/2024 10:00:00 - 11:00:00","45619.4166666667","","","","","0 %","0000000000"
"23/11/2024 11:00:00 - 12:00:00","45619.4583333333","","","","","0 %","0000000000"
"23/11/2024 12:00:00 - 13:00:00","45619.5000000000","","","","","0 %","0000000000"
"23/11/2024 13:00:00 - 14:00:00","45619.5416666667","","","","","0 %","0000000000"
"23/11/2024 14:00:00 - 15:00:00","45619.5833333333","","","","","0 %","0000000000"
"23/11/2024 15:00:00 - 16:00:00","45619.6250000000","","","","","0 %","0000000000"
"23/11/2024 16:00:00 - 17:00:00","45619.6666666667","","","","","0 %","0000000000"
"23/11/2024 17:00:00 - 18:00:00","45619.7083333333","","","","","0 %","0000000000"
"23/11/2024 18:00:00 - 19:00:00","45619.7500000000","","","","","0 %","0000000000"
"23/11/2024 19:00:00 - 20:00:00","45619.7916666667","","","","","0 %","0000000000"
"23/11/2024 20:00:00 - 21:00:00","45619.8333333333","","","","","0 %","0000000000"
"23/11/2024 21:00:00 - 22:00:00","45619.8750000000","","","","","0 %","0000000000"
"23/11/2024 22:00:00 - 23:00:00","45619.9166666667","","","","","0 %","0000000000"
"23/11/2024 23:00:00 - 00:00:00","45619.9583333333","","","","","0 %","0000000000"
"24/11/2024 00:00:00 - 01:00:00","45620.0000000000","","","","","0 %","0000000000"
"24/11/2024 01:00:00 - 02:00:00","45620.0416666667","","","","","0 %","0000000000"
"24/11/2024 02:00:00 - 03:00:00","45620.0833333333","","","","","0 %","0000000000"
"24/11/2024 03:00:00 - 04:00:00","45620.1250000000","","","","","0 %","0000000000"
"24/11/2024 04:00:00 - 05:00:00","45620.1666666667","","","","","0 %","0000000000"
"24/11/2024 05:00:00 - 06:00:00","45620.2083333333","","","","","0 %","0000000000"
"24/11/2024 06:00:00 - 07:00:00","45620.2500000000","","","","","0 %","0000000000"
"24/11/2024 07:00:00 - 08:00:00","45620.2916666667","","","","","0 %","0000000000"
"24/11/2024 08:00:00 - 09:00:00","45620.3333333333","","","","","0 %","0000000000"
"24/11/2024 09:00:00 - 10:00:00","45620.3750000000","","","","","0 %","0000000000"
"24/11/2024 10:00:00 - 11:00:00","45620.4166666667","","","","","0 %","0000000000"
"24/11/2024 11:00:00 - 12:00:00","45620.4583333333","","","","","0 %","0000000000"
"24/11/2024 12:00:00 - 13:00:00","45620.5000000000","","","","","0 %","0000000000"
"24/11/2024 13:00:00 - 14:00:00","45620.5416666667","","","","","0 %","0000000000"
"24/11/2024 14:00:00 - 15:00:00","45620.5833333333","","","","","0 %","0000000000"
"24/11/2024 15:00:00 - 16:00:00","45620.6250000000","","","","","0 %","0000000000"
"24/11/2024 16:00:00 - 17:00:00","45620.6666666667","","","","","0 %","0000000000"
"24/11/2024 17:00:00 - 18:00:00","45620.7083333333","","","","","0 %","0000000000"
"24/11/2024 18:00:00 - 19:00:00","45620.7500000000","","","","","0 %","0000000000"
"24/11/2024 19:00:00 - 20:00:00","45620.7916666667","","","","","0 %","0000000000"
"24/11/2024 20:00:00 - 21:00:00","45620.8333333333","","","","","0 %","0000000000"
"24/11/2024 21:00:00 - 22:00:00","45620.8750000000","","","","","0 %","0000000000"
"24/11/2024 22:00:00 - 23:00:00","45620.9166666667","","","","","0 %","0000000000"
"24/11/2024 23:00:00 - 00:00:00","45620.9583333333","","","","","0 %","0000000000"
"25/11/2024 00:00:00 - 01:00:00","45621.0000000000","","","","","0 %","0000000000"
"25/11/2024 01:00:00 - 02:00:00","45621.0416666667","","","","","0 %","0000000000"
"25/11/2024 02:00:00 - 03:00:00","45621.0833333333","","","","","0 %","0000000000"
"25/11/2024 03:00:00 - 04:00:00","45621.1250000000","","","","","0 %","0000000000"
"25/11/2024 04:00:00 - 05:00:00","45621.1666666667","","","","","0 %","0000000000"
"25/11/2024 05:00:00 - 06:00:00","45621.2083333333","","","","","0 %","0000000000"
"25/11/2024 06:00:00 - 07:00:00","45621.2500000000","","","","","0 %","0000000000"
"25/11/2024 07:00:00 - 08:00:00","45621.2916666667","","","","","0 %","0000000000"
"25/11/2024 08:00:00 - 09:00:00","45621.3333333333","","","","","0 %","0000000000"
"25/11/2024 09:00:00 - 10:00:00","45621.3750000000","","","","","0 %","0000000000"
"25/11/2024 10:00:00 - 11:00:00","45621.4166666667","","","","","0 %","0000000000"
"25/11/2024 11:00:00 - 12:00:00","45621.4583333333","","","","","0 %","0000000000"
"25/11/2024 12:00:00 - 13:00:00","45621.5000000000","","","","","0 %","0000000000"
"25/11/2024 13:00:00 - 14:00:00","45621.5416666667","","","","","0 %","0000000000"
"25/11/2024 14:00:00 - 15:00:00","45621.5833333333","","","","","0 %","0000000000"
"25/11/2024 15:00:00 - 16:00:00","45621.6250000000","","","","","0 %","0000000000"
"25/11/2024 16:00:00 - 17:00:00","45621.6666666667","","","","","0 %","0000000000"
"25/11/2024 17:00:00 - 18:00:00","45621.7083333333","","","","","0 %","0000000000"
"25/11/2024 18:00:00 - 19:00:00","45621.7500000000","","","","","0 %","0000000000"
"25/11/2024 19:00:00 - 20:00:00","45621.7916666667","","","","","0 %","0000000000"
"25/11/2024 20:00:00 - 21:00:00","45621.8333333333","","","","","0 %","0000000000"
"25/11/2024 21:00:00 - 22:00:00","45621.8750000000","","","","","0 %","0000000000"
"25/11/2024 22:00:00 - 23:00:00","45621.9166666667","","","","","0 %","0000000000"
"25/11/2024 23:00:00 - 00:00:00","45621.9583333333","","","","","0 %","0000000000"
"26/11/2024 00:00:00 - 01:00:00","45622.0000000000","","","","","0 %","0000000000"
"26/11/2024 01:00:00 - 02:00:00","45622.0416666667","","","","","0 %","0000000000"
"26/11/2024 02:00:00 - 03:00:00","45622.0833333333","","","","","0 %","0000000000"
"26/11/2024 03:00:00 - 04:00:00","45622.1250000000","","","","","0 %","0000000000"
"26/11/2024 04:00:00 - 05:00:00","45622.1666666667","","","","","0 %","0000000000"
"26/11/2024 05:00:00 - 06:00:00","45622.2083333333","","","","","0 %","0000000000"
"26/11/2024 06:00:00 - 07:00:00","45622.2500000000","","","","","0 %","0000000000"
"26/11/2024 07:00:00 - 08:00:00","45622.2916666667","","","","","0 %","0000000000"
"26/11/2024 08:00:00 - 09:00:00","45622.3333333333","","","","","0 %","0000000000"
"26/11/2024 09:00:00 - 10:00:00","45622.3750000000","","","","","0 %","0000000000"
"26/11/2024 10:00:00 - 11:00:00","45622.4166666667","","","","","0 %","0000000000"
"26/11/2024 11:00:00 - 12:00:00","45622.4583333333","","","","","0 %","0000000000"
"26/11/2024 12:00:00 - 13:00:00","45622.5000000000","","","","","0 %","0000000000"
"26/11/2024 13:00:00 - 14:00:00","45622.5416666667","","","","","0 %","0000000000"
"26/11/2024 14:00:00 - 15:00:00","45622.5833333333","","","","","0 %","0000000000"
"26/11/2024 15:00:00 - 16:00:00","45622.6250000000","","","","","0 %","0000000000"
"26/11/2024 16:00:00 - 17:00:00","45622.6666666667","","","","","0 %","0000000000"
"26/11/2024 17:00:00 - 18:00:00","45622.7083333333","","","","","0 %","0000000000"
"26/11/2024 18:00:00 - 19:00:00","45622.7500000000","","","","","0 %","0000000000"
"26/11/2024 19:00:00 - 20:00:00","45622.7916666667","","","","","0 %","0000000000"
"26/11/2024 20:00:00 - 21:00:00","45622.8333333333","","","","","0 %","0000000000"
"26/11/2024 21:00:00 - 22:00:00","45622.8750000000","","","","","0 %","0000000000"
"26/11/2024 22:00:00 - 23:00:00","45622.9166666667","","","","","0 %","0000000000"
